date,ticker,market,open,high,low,close,adj_close,volume,year,month,month_name,year_month
2016-08-31,GF=F,Feeder Cattle Futures,143.0749969482422,143.25,138.5,140.52499389648438,140.52499389648438,3851,2016,8,August,2016-08
2016-09-01,GF=F,Feeder Cattle Futures,140.0500030517578,140.375,136.6999969482422,137.3000030517578,137.3000030517578,1975,2016,9,September,2016-09
2016-09-02,GF=F,Feeder Cattle Futures,137.25,138.60000610351562,134.60000610351562,134.875,134.875,2873,2016,9,September,2016-09
2016-09-06,GF=F,Feeder Cattle Futures,134.60000610351562,134.75,130.375,130.5,130.5,2729,2016,9,September,2016-09
2016-09-07,GF=F,Feeder Cattle Futures,130.3000030517578,133.9499969482422,129.875,133.14999389648438,133.14999389648438,2699,2016,9,September,2016-09
2016-09-08,GF=F,Feeder Cattle Futures,133.3000030517578,134.0500030517578,130.25,131.60000610351562,131.60000610351562,2320,2016,9,September,2016-09
2016-09-09,GF=F,Feeder Cattle Futures,131.60000610351562,135.0500030517578,130.14999389648438,134.22500610351562,134.22500610351562,1953,2016,9,September,2016-09
2016-09-12,GF=F,Feeder Cattle Futures,134.4499969482422,136.0749969482422,134.0500030517578,134.9250030517578,134.9250030517578,1380,2016,9,September,2016-09
2016-09-13,GF=F,Feeder Cattle Futures,134.625,134.77499389648438,132.375,133.375,133.375,797,2016,9,September,2016-09
2016-09-14,GF=F,Feeder Cattle Futures,133.0500030517578,133.5500030517578,131.375,132.6750030517578,132.6750030517578,809,2016,9,September,2016-09
2016-09-15,GF=F,Feeder Cattle Futures,133.75,134.5,132.72500610351562,133.97500610351562,133.97500610351562,1018,2016,9,September,2016-09
2016-09-16,GF=F,Feeder Cattle Futures,134.0500030517578,136.4499969482422,133.6750030517578,135.5,135.5,1401,2016,9,September,2016-09
2016-09-19,GF=F,Feeder Cattle Futures,136.39999389648438,136.39999389648438,134.5,135.4499969482422,135.4499969482422,470,2016,9,September,2016-09
2016-09-20,GF=F,Feeder Cattle Futures,135.27499389648438,135.89999389648438,135.0749969482422,135.3249969482422,135.3249969482422,542,2016,9,September,2016-09
2016-09-21,GF=F,Feeder Cattle Futures,135.8000030517578,136.8249969482422,135.3249969482422,136.35000610351562,136.35000610351562,954,2016,9,September,2016-09
2016-09-22,GF=F,Feeder Cattle Futures,136.60000610351562,137.4499969482422,136.5500030517578,137.0,137.0,775,2016,9,September,2016-09
2016-09-23,GF=F,Feeder Cattle Futures,136.72500610351562,136.97500610351562,135.10000610351562,136.8249969482422,136.8249969482422,1003,2016,9,September,2016-09
2016-09-26,GF=F,Feeder Cattle Futures,136.4499969482422,136.5500030517578,135.8249969482422,136.0500030517578,136.0500030517578,455,2016,9,September,2016-09
2016-09-27,GF=F,Feeder Cattle Futures,135.64999389648438,135.8249969482422,134.6999969482422,134.8249969482422,134.8249969482422,532,2016,9,September,2016-09
2016-09-28,GF=F,Feeder Cattle Futures,135.0,135.5,134.8000030517578,135.1750030517578,135.1750030517578,535,2016,9,September,2016-09
2016-09-29,GF=F,Feeder Cattle Futures,134.75,134.75,134.1750030517578,134.22500610351562,134.22500610351562,2193,2016,9,September,2016-09
2016-09-30,GF=F,Feeder Cattle Futures,127.19999694824219,127.75,123.0,123.1500015258789,123.1500015258789,4425,2016,9,September,2016-09
2016-10-03,GF=F,Feeder Cattle Futures,122.6500015258789,126.125,122.1500015258789,123.9749984741211,123.9749984741211,3182,2016,10,October,2016-10
2016-10-04,GF=F,Feeder Cattle Futures,124.625,128.1999969482422,124.57499694824219,128.0,128.0,2944,2016,10,October,2016-10
2016-10-05,GF=F,Feeder Cattle Futures,127.82499694824219,128.625,126.17500305175781,127.44999694824219,127.44999694824219,2128,2016,10,October,2016-10
2016-10-06,GF=F,Feeder Cattle Futures,127.19999694824219,128.52499389648438,126.0,127.82499694824219,127.82499694824219,2657,2016,10,October,2016-10
2016-10-07,GF=F,Feeder Cattle Futures,127.05000305175781,128.1750030517578,126.55000305175781,127.625,127.625,1449,2016,10,October,2016-10
2016-10-11,GF=F,Feeder Cattle Futures,124.32499694824219,126.32499694824219,123.32499694824219,124.125,124.125,1742,2016,10,October,2016-10
2016-10-12,GF=F,Feeder Cattle Futures,123.6500015258789,124.125,121.1500015258789,122.0,122.0,2374,2016,10,October,2016-10
2016-10-13,GF=F,Feeder Cattle Futures,121.67500305175781,121.9000015258789,119.30000305175781,119.44999694824219,119.44999694824219,2199,2016,10,October,2016-10
2016-10-14,GF=F,Feeder Cattle Futures,119.80000305175781,121.67500305175781,119.57499694824219,120.375,120.375,1677,2016,10,October,2016-10
2016-10-17,GF=F,Feeder Cattle Futures,120.07499694824219,122.2249984741211,119.875,121.69999694824219,121.69999694824219,984,2016,10,October,2016-10
2016-10-18,GF=F,Feeder Cattle Futures,121.5999984741211,122.125,120.875,122.0250015258789,122.0250015258789,1416,2016,10,October,2016-10
2016-10-19,GF=F,Feeder Cattle Futures,121.5250015258789,121.92500305175781,118.9000015258789,119.0250015258789,119.0250015258789,1294,2016,10,October,2016-10
2016-10-20,GF=F,Feeder Cattle Futures,119.125,121.9000015258789,119.125,121.75,121.75,706,2016,10,October,2016-10
2016-10-21,GF=F,Feeder Cattle Futures,121.6500015258789,123.1500015258789,121.125,121.875,121.875,1522,2016,10,October,2016-10
2016-10-24,GF=F,Feeder Cattle Futures,122.57499694824219,122.75,121.8499984741211,122.375,122.375,873,2016,10,October,2016-10
2016-10-25,GF=F,Feeder Cattle Futures,122.0999984741211,122.2750015258789,121.5,121.55000305175781,121.55000305175781,854,2016,10,October,2016-10
2016-10-26,GF=F,Feeder Cattle Futures,121.67500305175781,122.19999694824219,121.4749984741211,121.9749984741211,121.9749984741211,789,2016,10,October,2016-10
2016-10-27,GF=F,Feeder Cattle Futures,121.80000305175781,122.19999694824219,121.80000305175781,121.92500305175781,121.92500305175781,3324,2016,10,October,2016-10
2016-10-28,GF=F,Feeder Cattle Futures,124.05000305175781,125.05000305175781,121.32499694824219,121.55000305175781,121.55000305175781,3704,2016,10,October,2016-10
2016-10-31,GF=F,Feeder Cattle Futures,121.9749984741211,122.94999694824219,120.80000305175781,121.8499984741211,121.8499984741211,2160,2016,10,October,2016-10
2016-11-01,GF=F,Feeder Cattle Futures,122.125,126.3499984741211,122.07499694824219,126.17500305175781,126.17500305175781,3396,2016,11,November,2016-11
2016-11-02,GF=F,Feeder Cattle Futures,126.5,127.3499984741211,125.42500305175781,126.57499694824219,126.57499694824219,1961,2016,11,November,2016-11
2016-11-03,GF=F,Feeder Cattle Futures,126.5,126.9000015258789,124.57499694824219,125.8499984741211,125.8499984741211,2589,2016,11,November,2016-11
2016-11-04,GF=F,Feeder Cattle Futures,125.92500305175781,125.94999694824219,123.69999694824219,125.625,125.625,1739,2016,11,November,2016-11
2016-11-07,GF=F,Feeder Cattle Futures,125.7249984741211,125.8499984741211,122.5,124.07499694824219,124.07499694824219,1890,2016,11,November,2016-11
2016-11-08,GF=F,Feeder Cattle Futures,123.9000015258789,125.44999694824219,123.25,124.4000015258789,124.4000015258789,1300,2016,11,November,2016-11
2016-11-09,GF=F,Feeder Cattle Futures,124.0,125.1500015258789,123.7750015258789,124.55000305175781,124.55000305175781,725,2016,11,November,2016-11
2016-11-10,GF=F,Feeder Cattle Futures,125.0,125.8499984741211,124.69999694824219,125.19999694824219,125.19999694824219,813,2016,11,November,2016-11
2016-11-14,GF=F,Feeder Cattle Futures,125.7249984741211,126.4000015258789,125.7249984741211,126.0250015258789,126.0250015258789,1314,2016,11,November,2016-11
2016-11-15,GF=F,Feeder Cattle Futures,126.25,126.625,125.94999694824219,126.5999984741211,126.5999984741211,816,2016,11,November,2016-11
2016-11-16,GF=F,Feeder Cattle Futures,126.5,127.0,126.3499984741211,126.9749984741211,126.9749984741211,811,2016,11,November,2016-11
2016-11-17,GF=F,Feeder Cattle Futures,127.0250015258789,127.0250015258789,126.82499694824219,126.9749984741211,126.9749984741211,5888,2016,11,November,2016-11
2016-11-18,GF=F,Feeder Cattle Futures,124.5999984741211,125.7249984741211,123.9749984741211,124.9749984741211,124.9749984741211,3520,2016,11,November,2016-11
2016-11-21,GF=F,Feeder Cattle Futures,125.0,126.5,123.55000305175781,124.17500305175781,124.17500305175781,3689,2016,11,November,2016-11
2016-11-22,GF=F,Feeder Cattle Futures,123.80000305175781,124.69999694824219,123.0999984741211,124.05000305175781,124.05000305175781,3174,2016,11,November,2016-11
2016-11-23,GF=F,Feeder Cattle Futures,124.0250015258789,125.125,123.5999984741211,124.9000015258789,124.9000015258789,2533,2016,11,November,2016-11
2016-11-25,GF=F,Feeder Cattle Futures,125.75,127.5,125.75,127.2249984741211,127.2249984741211,3647,2016,11,November,2016-11
2016-11-28,GF=F,Feeder Cattle Futures,127.30000305175781,128.22500610351562,125.8499984741211,126.80000305175781,126.80000305175781,4639,2016,11,November,2016-11
2016-11-29,GF=F,Feeder Cattle Futures,126.2249984741211,127.75,125.57499694824219,126.9749984741211,126.9749984741211,4277,2016,11,November,2016-11
2016-11-30,GF=F,Feeder Cattle Futures,126.94999694824219,128.72500610351562,126.94999694824219,128.4250030517578,128.4250030517578,4624,2016,11,November,2016-11
2016-12-01,GF=F,Feeder Cattle Futures,129.25,129.60000610351562,127.32499694824219,127.7750015258789,127.7750015258789,5398,2016,12,December,2016-12
2016-12-02,GF=F,Feeder Cattle Futures,127.7750015258789,128.10000610351562,124.19999694824219,124.5999984741211,124.5999984741211,5319,2016,12,December,2016-12
2016-12-05,GF=F,Feeder Cattle Futures,124.7750015258789,125.5,124.0250015258789,124.32499694824219,124.32499694824219,3259,2016,12,December,2016-12
2016-12-06,GF=F,Feeder Cattle Futures,124.69999694824219,127.42500305175781,122.92500305175781,126.8499984741211,126.8499984741211,5462,2016,12,December,2016-12
2016-12-07,GF=F,Feeder Cattle Futures,126.69999694824219,127.55000305175781,125.4000015258789,126.9749984741211,126.9749984741211,5206,2016,12,December,2016-12
2016-12-08,GF=F,Feeder Cattle Futures,126.5999984741211,127.75,124.57499694824219,126.5999984741211,126.5999984741211,5464,2016,12,December,2016-12
2016-12-09,GF=F,Feeder Cattle Futures,125.82499694824219,126.17500305175781,124.875,125.94999694824219,125.94999694824219,3922,2016,12,December,2016-12
2016-12-12,GF=F,Feeder Cattle Futures,126.07499694824219,129.0749969482422,125.125,128.5500030517578,128.5500030517578,5721,2016,12,December,2016-12
2016-12-13,GF=F,Feeder Cattle Futures,129.0,129.8000030517578,128.64999389648438,128.97500610351562,128.97500610351562,6403,2016,12,December,2016-12
2016-12-14,GF=F,Feeder Cattle Futures,128.64999389648438,129.6750030517578,127.07499694824219,127.69999694824219,127.69999694824219,5212,2016,12,December,2016-12
2016-12-15,GF=F,Feeder Cattle Futures,127.4000015258789,128.3249969482422,126.82499694824219,127.69999694824219,127.69999694824219,3422,2016,12,December,2016-12
2016-12-16,GF=F,Feeder Cattle Futures,127.92500305175781,130.0,127.875,129.89999389648438,129.89999389648438,4589,2016,12,December,2016-12
2016-12-19,GF=F,Feeder Cattle Futures,129.89999389648438,130.9250030517578,129.25,130.875,130.875,3490,2016,12,December,2016-12
2016-12-20,GF=F,Feeder Cattle Futures,130.8000030517578,131.5500030517578,129.35000610351562,130.0,130.0,5815,2016,12,December,2016-12
2016-12-21,GF=F,Feeder Cattle Futures,129.8249969482422,130.875,128.89999389648438,130.22500610351562,130.22500610351562,4086,2016,12,December,2016-12
2016-12-22,GF=F,Feeder Cattle Futures,130.27499389648438,131.1999969482422,129.75,131.125,131.125,2707,2016,12,December,2016-12
2016-12-23,GF=F,Feeder Cattle Futures,130.8249969482422,131.4250030517578,129.4250030517578,130.72500610351562,130.72500610351562,2759,2016,12,December,2016-12
2016-12-27,GF=F,Feeder Cattle Futures,130.0500030517578,130.6999969482422,129.52499389648438,129.9499969482422,129.9499969482422,1375,2016,12,December,2016-12
2016-12-28,GF=F,Feeder Cattle Futures,129.89999389648438,131.89999389648438,129.75,131.72500610351562,131.72500610351562,2161,2016,12,December,2016-12
2016-12-29,GF=F,Feeder Cattle Futures,131.72500610351562,132.0,130.97500610351562,131.9250030517578,131.9250030517578,2039,2016,12,December,2016-12
2016-12-30,GF=F,Feeder Cattle Futures,131.8249969482422,132.9250030517578,129.60000610351562,130.4499969482422,130.4499969482422,2426,2016,12,December,2016-12
2017-01-03,GF=F,Feeder Cattle Futures,131.125,131.64999389648438,129.77499389648438,130.1999969482422,130.1999969482422,1748,2017,1,January,2017-01
2017-01-04,GF=F,Feeder Cattle Futures,129.6999969482422,130.4499969482422,128.10000610351562,128.5,128.5,3473,2017,1,January,2017-01
2017-01-05,GF=F,Feeder Cattle Futures,128.89999389648438,129.625,128.10000610351562,128.25,128.25,1942,2017,1,January,2017-01
2017-01-06,GF=F,Feeder Cattle Futures,128.25,128.8000030517578,127.75,128.3249969482422,128.3249969482422,1774,2017,1,January,2017-01
2017-01-09,GF=F,Feeder Cattle Futures,128.4250030517578,129.64999389648438,127.25,129.27499389648438,129.27499389648438,2431,2017,1,January,2017-01
2017-01-10,GF=F,Feeder Cattle Futures,129.8249969482422,132.875,129.3249969482422,132.6999969482422,132.6999969482422,2454,2017,1,January,2017-01
2017-01-11,GF=F,Feeder Cattle Futures,132.27499389648438,133.10000610351562,131.10000610351562,132.0500030517578,132.0500030517578,1848,2017,1,January,2017-01
2017-01-12,GF=F,Feeder Cattle Futures,131.10000610351562,131.1999969482422,128.4499969482422,130.3249969482422,130.3249969482422,1613,2017,1,January,2017-01
2017-01-13,GF=F,Feeder Cattle Futures,130.10000610351562,130.89999389648438,129.35000610351562,130.4499969482422,130.4499969482422,1339,2017,1,January,2017-01
2017-01-17,GF=F,Feeder Cattle Futures,130.64999389648438,131.22500610351562,130.47500610351562,130.9250030517578,130.9250030517578,1011,2017,1,January,2017-01
2017-01-18,GF=F,Feeder Cattle Futures,130.89999389648438,131.5749969482422,130.5500030517578,131.0,131.0,814,2017,1,January,2017-01
2017-01-19,GF=F,Feeder Cattle Futures,131.10000610351562,132.1750030517578,131.0,131.9499969482422,131.9499969482422,1247,2017,1,January,2017-01
2017-01-20,GF=F,Feeder Cattle Futures,132.10000610351562,133.1999969482422,131.6999969482422,133.10000610351562,133.10000610351562,1218,2017,1,January,2017-01
2017-01-23,GF=F,Feeder Cattle Futures,132.97500610351562,132.97500610351562,132.25,132.77499389648438,132.77499389648438,1174,2017,1,January,2017-01
2017-01-24,GF=F,Feeder Cattle Futures,132.75,133.0749969482422,132.3000030517578,132.4250030517578,132.4250030517578,1022,2017,1,January,2017-01
2017-01-25,GF=F,Feeder Cattle Futures,132.5749969482422,132.75,132.25,132.375,132.375,1299,2017,1,January,2017-01
2017-01-26,GF=F,Feeder Cattle Futures,132.1999969482422,132.1999969482422,131.77499389648438,131.8249969482422,131.8249969482422,5264,2017,1,January,2017-01
2017-01-27,GF=F,Feeder Cattle Futures,126.9000015258789,127.57499694824219,126.0999984741211,127.44999694824219,127.44999694824219,4555,2017,1,January,2017-01
2017-01-30,GF=F,Feeder Cattle Futures,125.19999694824219,125.19999694824219,123.5,123.9000015258789,123.9000015258789,5379,2017,1,January,2017-01
2017-01-31,GF=F,Feeder Cattle Futures,123.80000305175781,124.5250015258789,122.32499694824219,122.7750015258789,122.7750015258789,6169,2017,1,January,2017-01
2017-02-01,GF=F,Feeder Cattle Futures,122.0999984741211,123.67500305175781,121.07499694824219,122.07499694824219,122.07499694824219,7195,2017,2,February,2017-02
2017-02-02,GF=F,Feeder Cattle Futures,122.42500305175781,123.9000015258789,121.82499694824219,123.75,123.75,5888,2017,2,February,2017-02
2017-02-03,GF=F,Feeder Cattle Futures,124.0999984741211,124.8499984741211,123.25,123.57499694824219,123.57499694824219,4156,2017,2,February,2017-02
2017-02-06,GF=F,Feeder Cattle Futures,123.57499694824219,124.55000305175781,123.0250015258789,123.5250015258789,123.5250015258789,3943,2017,2,February,2017-02
2017-02-07,GF=F,Feeder Cattle Futures,124.0,124.5999984741211,123.625,124.2249984741211,124.2249984741211,5052,2017,2,February,2017-02
2017-02-08,GF=F,Feeder Cattle Futures,124.19999694824219,124.4749984741211,121.94999694824219,122.30000305175781,122.30000305175781,7345,2017,2,February,2017-02
2017-02-09,GF=F,Feeder Cattle Futures,122.5250015258789,123.80000305175781,121.9000015258789,123.625,123.625,5961,2017,2,February,2017-02
2017-02-10,GF=F,Feeder Cattle Futures,123.7750015258789,124.7249984741211,121.5250015258789,122.07499694824219,122.07499694824219,6144,2017,2,February,2017-02
2017-02-13,GF=F,Feeder Cattle Futures,122.0999984741211,122.875,120.5,121.82499694824219,121.82499694824219,7332,2017,2,February,2017-02
2017-02-14,GF=F,Feeder Cattle Futures,121.82499694824219,124.1500015258789,121.67500305175781,124.0,124.0,5151,2017,2,February,2017-02
2017-02-15,GF=F,Feeder Cattle Futures,124.17500305175781,125.05000305175781,123.80000305175781,124.2750015258789,124.2750015258789,4940,2017,2,February,2017-02
2017-02-16,GF=F,Feeder Cattle Futures,123.875,124.6500015258789,122.80000305175781,123.82499694824219,123.82499694824219,2899,2017,2,February,2017-02
2017-02-17,GF=F,Feeder Cattle Futures,123.7249984741211,124.55000305175781,123.4000015258789,124.07499694824219,124.07499694824219,3293,2017,2,February,2017-02
2017-02-21,GF=F,Feeder Cattle Futures,124.5999984741211,125.625,124.30000305175781,124.55000305175781,124.55000305175781,4142,2017,2,February,2017-02
2017-02-22,GF=F,Feeder Cattle Futures,124.55000305175781,125.30000305175781,123.19999694824219,125.0999984741211,125.0999984741211,5734,2017,2,February,2017-02
2017-02-23,GF=F,Feeder Cattle Futures,125.2249984741211,125.9000015258789,124.9749984741211,125.1500015258789,125.1500015258789,4801,2017,2,February,2017-02
2017-02-24,GF=F,Feeder Cattle Futures,124.9749984741211,125.0999984741211,121.5,121.69999694824219,121.69999694824219,7069,2017,2,February,2017-02
2017-02-27,GF=F,Feeder Cattle Futures,122.67500305175781,124.2750015258789,122.25,123.8499984741211,123.8499984741211,5585,2017,2,February,2017-02
2017-02-28,GF=F,Feeder Cattle Futures,123.875,125.5250015258789,123.0250015258789,125.07499694824219,125.07499694824219,3923,2017,2,February,2017-02
2017-03-01,GF=F,Feeder Cattle Futures,125.07499694824219,125.9000015258789,123.92500305175781,124.5,124.5,2450,2017,3,March,2017-03
2017-03-02,GF=F,Feeder Cattle Futures,124.3499984741211,124.4000015258789,123.125,123.44999694824219,123.44999694824219,3973,2017,3,March,2017-03
2017-03-03,GF=F,Feeder Cattle Futures,123.5250015258789,124.375,122.625,124.2249984741211,124.2249984741211,1806,2017,3,March,2017-03
2017-03-06,GF=F,Feeder Cattle Futures,124.75,125.07499694824219,123.80000305175781,124.07499694824219,124.07499694824219,1263,2017,3,March,2017-03
2017-03-07,GF=F,Feeder Cattle Futures,124.07499694824219,124.625,123.4749984741211,123.94999694824219,123.94999694824219,1711,2017,3,March,2017-03
2017-03-08,GF=F,Feeder Cattle Futures,124.07499694824219,125.2750015258789,123.30000305175781,124.375,124.375,1517,2017,3,March,2017-03
2017-03-09,GF=F,Feeder Cattle Futures,125.05000305175781,126.375,124.94999694824219,126.1500015258789,126.1500015258789,1754,2017,3,March,2017-03
2017-03-10,GF=F,Feeder Cattle Futures,126.2249984741211,127.7249984741211,125.80000305175781,127.4749984741211,127.4749984741211,1975,2017,3,March,2017-03
2017-03-13,GF=F,Feeder Cattle Futures,128.0,129.3000030517578,127.75,128.60000610351562,128.60000610351562,1318,2017,3,March,2017-03
2017-03-14,GF=F,Feeder Cattle Futures,128.64999389648438,128.77499389648438,127.0,127.8499984741211,127.8499984741211,1374,2017,3,March,2017-03
2017-03-15,GF=F,Feeder Cattle Futures,127.8499984741211,129.4250030517578,127.82499694824219,129.22500610351562,129.22500610351562,1065,2017,3,March,2017-03
2017-03-16,GF=F,Feeder Cattle Futures,129.4499969482422,130.60000610351562,129.39999389648438,130.5500030517578,130.5500030517578,1456,2017,3,March,2017-03
2017-03-17,GF=F,Feeder Cattle Futures,130.52499389648438,131.4499969482422,130.27499389648438,131.3249969482422,131.3249969482422,788,2017,3,March,2017-03
2017-03-20,GF=F,Feeder Cattle Futures,131.5749969482422,132.1999969482422,130.5,131.47500610351562,131.47500610351562,963,2017,3,March,2017-03
2017-03-21,GF=F,Feeder Cattle Futures,131.875,132.25,131.0500030517578,132.0,132.0,512,2017,3,March,2017-03
2017-03-22,GF=F,Feeder Cattle Futures,132.1999969482422,135.5,132.1999969482422,134.0,134.0,1207,2017,3,March,2017-03
2017-03-23,GF=F,Feeder Cattle Futures,134.4250030517578,134.9250030517578,133.5500030517578,133.6999969482422,133.6999969482422,636,2017,3,March,2017-03
2017-03-24,GF=F,Feeder Cattle Futures,134.0749969482422,134.75,133.02499389648438,133.375,133.375,469,2017,3,March,2017-03
2017-03-27,GF=F,Feeder Cattle Futures,132.8000030517578,133.14999389648438,132.14999389648438,132.14999389648438,132.14999389648438,913,2017,3,March,2017-03
